uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
1,1,Y,A,N,554,787,990.88,973.88,784,551,19.1,15.37,10.8,27,21,22,22,16,20,S,DALLAS AREA,N,N,29.98999023,1,1,NA,1,0,O,14,S,M,3,M,6,1,C,A,0,F,U,U,U,U,U,Y,1583,1000096
1,1,Y,C,N,2144,4951,1536.65,1508.79,4946,2139,28.47,93.32,40.36,142,77,30,152,79,30,,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,129.9899902,4,4,WCMB,1,0,O,2,,B,1,M,1,1,C,,0,J,U,U,U,U,U,N,527,1000097
2,1,N,A,N,26723,58683.05,4316.34,4220.44,58619.05,26685,82.75,1149.39,523.24,1298,595,88,1259,592,85,S,CENTRAL/SOUTH TEXAS AREA,Y,N,59.98999023,5,2,WCMB,1,1,O,1,S,M,2,M,6,,C,A,0,N,U,U,U,U,U,Y,807,1000098
2,1,N,A,N,13174,39348,4984.62,4870.35,38608,12942,90.19,714.96,239.67,1258,333,86,1500,427,137,S,CENTRAL/SOUTH TEXAS AREA,Y,N,79.98999023,2,2,WCMB,0,0,O,4,S,M,1,M,4,2,C,A,0,N,U,U,U,Y,Y,Y,652,1000099
3,2,Y,A,N,13749,46945.17,4413.79,4308.26,46806.17,13693,81.29,883.14,258.36,518,185,72,604,204,79,R,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,4,3,WCMB,1,1,O,4,S,M,2,M,7,1,I,A,0,O,U,U,U,Y,Y,Y,161,1000100
1,1,N,C,N,2592,14390.01667,2903.0,2882.44,14371.02,2576,53.38,266.13,47.7,2311,160,248,1534,146,159,U,NEW YORK CITY AREA,Y,N,199.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,460,1000101
6,4,N,A,N,25904,73379.10333,4753.44,4667.67,73368.1,25898,95.26,1497.31,528.53,1709,687,108,1563,626,99,C,CENTRAL/SOUTH TEXAS AREA,Y,R,79.98999023,4,4,WCMB,0,0,O,3,S,S,2,M,4,1,C,A,0,U,U,U,U,U,U,Y,306,1000102
1,1,Y,I,N,11950,18363,2378.78,2367.78,18363,11950,44.68,346.47,225.47,849,538,73,763,497,64,U,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,2,1,NA,,,,,,,,,,,,,,,,,,,,,1475,1000103
1,1,N,A,N,18841,41961,3525.73,3431.43,41590,18674,65.99,799.81,359.12,983,423,71,1063,479,85,C,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,7,7,WCMB,0,0,,2,M,B,1,M,6,,A,I,0,N,U,U,U,U,U,N,163,1000104
2,2,Y,A,N,1663,3441,1803.27,1761.18,3301,1611,35.22,66.02,32.22,74,37,40,63,29,41,U,NEW YORK CITY AREA,Y,N,199.9899902,4,4,WCMB,0,0,R,2,M,S,2,M,6,,C,N,0,Z,Y,Y,U,U,U,Y,11,1000105
4,4,N,A,N,7025,16386,4102.69,3996.24,16157,6966,76.85,310.71,133.96,135,79,84,221,107,80,T,DALLAS AREA,N,N,29.98999023,2,2,WC,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,1116,1000106
4,2,N,A,N,4344,29840,3827.49,3704.18,29219,4268,71.23,561.9,82.08,1076,137,93,871,129,89,C,SOUTHWEST AREA,N,N,29.98999023,2,1,NA,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,1599,1000107
1,1,N,AA,N,11021,21669.11333,3340.74,3247.19,21481.11,10885,67.65,447.52,226.77,1039,370,112,998,397,110,U,HOUSTON AREA,N,N,79.98999023,2,2,WC,0,0,O,12,,A,4,M,4,1,I,,0,F,U,U,U,U,U,Y,693,1000108
1,1,N,C,N,18036,50507.02,6453.46,6349.43,50422.02,18002,126.99,1008.44,360.04,2459,635,258,2618,645,328,S,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,5,4,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,240,1000109
1,1,N,D,N,30811,67742.45,4811.88,4660.8,66573.45,30278,93.22,1331.47,605.56,1673,750,97,1724,782,99,R,DALLAS AREA,N,N,79.98999023,11,5,WC,1,0,O,15,S,M,3,M,9,1,C,A,0,J,U,U,U,Y,Y,Y,314,1000110
2,2,Y,A,N,92076,155186,7997.44,7628.44,155186,92076,146.7,2984.35,1770.69,794,368,100,1018,525,107,S,DALLAS AREA,Y,R,39.98999023,24,5,WCMB,0,0,O,10,S,M,4,M,6,,B,A,0,U,U,U,U,Y,Y,Y,452,1000111
1,1,Y,G,N,6417,13275.05333,1347.22,1319.32,13126.05,6327,32.98,328.15,158.18,269,150,34,278,154,36,T,HOUSTON AREA,N,N,29.98999023,2,2,WC,0,0,O,1,S,U,2,M,5,1,C,A,0,H,U,U,U,U,U,Y,765,1000112
1,1,N,A,N,931,3118,1284.5,1244.51,3100,923,32.75,81.58,24.29,33,6,31,24,4,31,S,TENNESSEE AREA,N,N,29.98999023,1,1,NA,0,0,O,9,S,S,3,M,6,3,I,A,0,N,U,U,U,U,U,Y,1515,1000113
3,3,N,A,N,21647,38143.03333,3585.21,3530.13,38013.03,21573,73.54,791.94,449.44,1314,720,97,1202,670,91,S,SOUTHWEST AREA,Y,R,99.98999023,5,4,WCMB,1,0,O,4,S,M,2,M,8,1,C,A,0,G,U,U,U,Y,U,Y,263,1000114
2,1,N,A,N,39755,95177.01667,5793.13,5727.57,94228.02,39292,114.55,1884.56,785.84,1932,799,119,1924,794,119,S,CENTRAL/SOUTH TEXAS AREA,Y,R,79.98999023,9,4,WCMB,1,0,O,8,S,M,1,M,7,1,C,A,0,N,U,U,U,U,U,Y,387,1000115
1,1,N,A,N,3361,10712,1960.56,1936.69,10687,3345,44.02,242.89,76.02,426,142,56,484,147,69,,DALLAS AREA,Y,N,29.98999023,3,2,NA,0,0,O,,,M,1,M,6,,C,,1,N,U,U,U,U,U,Y,701,1000116
1,1,Y,B,Y,878,2607,405.83,281.45,1848,696,31.27,205.33,77.33,297,101,35,196,77,38,S,CHICAGO AREA,Y,N,149.9899902,3,2,WCMB,0,0,O,15,M,U,3,M,5,1,,J,0,N,U,U,U,U,U,N,135,1000117
3,3,Y,B,N,35934,75351.91667,6165.85,6067.2,74863.92,35701,121.34,1497.28,714.02,1753,839,132,1606,754,126,T,DALLAS AREA,Y,N,199.9899902,11,6,WCMB,1,0,O,2,M,M,3,M,2,,,B,0,N,U,U,U,U,U,Y,133,1000118
1,1,Y,A,N,33075,54202.03,5419.91,5278.0,53866.03,32864,101.5,1035.89,632.0,1110,677,124,1327,833,107,R,CENTRAL/SOUTH TEXAS AREA,Y,R,9.989997864,4,4,NA,1,1,O,7,S,M,4,M,7,2,C,A,0,H,U,U,Y,Y,U,Y,773,1000119
1,1,Y,A,N,239,765,1026.04,986.36,763,237,20.99,16.23,5.04,11,1,19,6,1,18,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,7,S,S,3,M,1,1,C,C,0,S,U,U,U,U,U,Y,206,1000120
1,1,Y,C,N,1660,9703,2501.99,2465.46,9682,1652,58.7,230.52,39.33,200,42,35,172,29,33,U,NEW YORK CITY AREA,N,N,29.98999023,1,1,NA,0,0,O,9,,S,1,M,3,,C,,0,U,U,U,U,U,U,Y,1619,1000121
2,1,N,A,N,40188,99927.12,5721.0,5471.75,98201.12,39440,101.33,1818.54,730.37,1371,453,79,1591,560,104,S,MIDWEST AREA,Y,N,199.9899902,15,6,WCMB,1,0,O,13,S,M,3,M,9,1,,A,0,N,U,U,U,Y,U,Y,168,1000122
1,1,Y,A,N,22095,70407.48,7152.21,6855.4,69909.48,21874,142.82,1456.45,455.71,1692,418,158,1372,366,123,U,HOUSTON AREA,Y,N,149.9899902,7,7,WCMB,0,0,,,,U,,,,,,,0,F,U,U,U,U,U,N,336,1000123
2,2,Y,B,N,46979,121258.25,6769.75,6597.53,120228.25,46638,129.36,2357.42,914.47,3002,1065,185,3149,1141,182,C,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,12,10,WCMB,1,0,O,3,S,S,2,M,3,1,C,A,0,H,U,U,U,U,U,Y,318,1000124
1,1,N,AA,N,5620,12061,2118.57,2057.44,11897,5548,41.15,237.94,110.96,19,7,22,13,5,21,R,SOUTHWEST AREA,Y,R,9.989997864,5,3,WC,0,0,O,8,S,B,1,M,,,A,,0,S,U,U,U,U,U,N,586,1000125
1,1,N,AA,N,10759,18695,2972.76,2930.98,18693,10757,56.37,359.48,206.87,729,399,51,740,431,52,U,NEW YORK CITY AREA,Y,N,199.9899902,3,3,WCMB,0,0,R,2,M,S,1,M,6,,C,J,1,F,U,U,U,U,Y,Y,430,1000126
1,1,N,BA,N,4156,7679,4293.64,3949.48,7424,4040,75.95,142.77,77.69,363,188,75,269,156,75,C,CENTRAL/SOUTH TEXAS AREA,N,N,29.98999023,4,2,WCMB,1,0,O,11,S,A,5,M,6,2,C,A,0,H,U,U,U,U,Y,Y,581,1000127
1,1,Y,A,N,52296,114237.7667,7437.16,7296.09,113511.77,51952,155.24,2415.14,1105.36,3806,1815,307,3083,1423,212,R,CENTRAL/SOUTH TEXAS AREA,N,N,299.9899902,6,5,WCMB,1,0,O,5,S,S,4,M,6,1,I,A,0,N,U,U,U,U,Y,Y,77,1000128
2,1,N,B,N,28061,72377.03333,4998.28,4867.08,71311.03,27632,97.34,1426.22,552.64,1589,689,101,1625,685,99,C,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,9,7,WCMB,0,0,O,12,S,M,3,M,9,2,C,A,0,H,U,U,U,U,U,Y,116,1000129
3,3,N,AA,N,4468,16466,2012.33,1776.64,16466,4468,34.17,316.65,85.92,515,133,13,480,124,13,,NEW YORK CITY AREA,Y,N,79.98999023,4,3,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,656,1000130
1,1,N,A,N,34960,61987.22,3863.35,3783.51,61987.22,34960,94.59,1549.68,874.0,1714,918,137,2105,1077,155,R,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,9,7,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,72,1000131
2,1,Y,A,N,7621,19175,2191.61,2138.38,19160,7615,50.91,456.19,181.31,500,184,39,575,210,44,T,CENTRAL/SOUTH TEXAS AREA,Y,N,59.98999023,2,2,WCMB,1,1,O,7,S,M,2,M,7,1,C,A,0,H,Y,Y,U,Y,U,Y,504,1000132
1,1,N,A,N,9553,20980.03667,2684.93,2684.93,20405.04,9318,51.63,392.4,179.19,531,236,57,489,223,55,S,MIDWEST AREA,Y,N,199.9899902,4,3,WCMB,0,0,O,14,S,U,2,M,6,2,C,A,0,N,U,U,U,Y,U,Y,45,1000133
3,2,N,A,N,7299,14648,4307.11,4162.52,14116,7077,83.25,282.32,141.54,342,208,84,299,169,84,C,CENTRAL/SOUTH TEXAS AREA,N,N,79.98999023,4,2,WC,1,1,O,15,S,M,5,M,7,1,C,A,0,G,U,U,U,U,U,Y,709,1000134
1,1,N,D,N,17506,33967.03333,3637.23,3553.64,33680.03,17385,74.03,701.67,362.19,800,440,73,700,383,68,C,DALLAS AREA,Y,N,149.9899902,3,3,WCMB,1,0,O,5,S,M,3,M,5,,C,A,0,N,U,U,U,U,U,Y,10,1000135
1,1,N,AA,N,572,1057,1108.15,1083.83,1032,555,20.07,19.11,10.28,17,9,19,20,12,20,C,DALLAS AREA,Y,N,99.98999023,2,2,WCMB,1,0,O,10,S,M,2,M,7,1,C,A,0,U,U,U,U,U,U,Y,234,1000136
1,1,N,A,N,4529,8377.036667,2503.84,2467.38,8352.04,4510,52.5,177.7,95.96,234,138,55,203,113,47,S,MIDWEST AREA,Y,N,199.9899902,4,4,WCMB,0,0,O,1,M,M,2,M,8,2,C,B,0,N,U,U,U,U,U,Y,296,1000137
1,1,Y,G,N,4152,6525.75,1597.31,1546.2,6424.75,4090,32.21,133.85,85.21,230,136,31,136,82,31,S,DALLAS AREA,Y,N,59.98999023,3,3,WCMB,0,0,O,2,S,A,3,M,4,2,I,A,0,I,U,U,U,U,U,Y,574,1000138
3,3,Y,A,N,32995,82835.24,6721.36,6586.8,82467.24,32828,137.23,1718.07,683.92,1206,502,105,1275,506,124,S,DALLAS AREA,Y,N,59.98999023,5,4,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,710,1000139
2,1,N,A,N,20008,48539.06333,4701.1,4435.22,48387.06,19967,85.29,930.52,383.98,1248,299,76,1219,356,122,T,OHIO AREA,N,R,9.989997864,3,2,NA,0,0,O,7,S,M,3,M,6,2,I,A,1,S,U,U,U,Y,U,Y,1053,1000140
1,1,Y,A,N,901,1997,1104.32,1104.32,1933,873,21.65,37.9,17.12,40,22,22,57,24,25,T,MIDWEST AREA,N,N,29.98999023,1,1,NA,1,1,O,15,S,M,5,M,6,2,C,A,1,S,U,U,U,U,U,Y,1672,1000141
3,3,N,A,N,11950,27570.02,3971.38,3696.36,27238.02,11776,99.9,736.16,318.27,1371,474,159,1295,455,148,U,NEW YORK CITY AREA,Y,N,79.98999023,3,2,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,616,1000142
2,1,U,B,N,56029,126950.6833,11911.76,11799.31,126743.68,55932,226.91,2437.38,1075.62,3350,1201,268,3752,1341,324,C,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,11,6,WCMB,1,0,,0,S,U,2,M,5,,B,A,0,S,U,U,U,U,U,N,124,1000143
2,1,Y,A,N,19297,32950.25333,4133.51,4043.41,32629.25,19122,74.88,604.25,354.11,290,173,84,398,238,89,,CENTRAL/SOUTH TEXAS AREA,Y,N,79.98999023,6,4,WCMB,1,1,,0,S,M,3,M,4,1,B,A,0,F,U,U,U,U,U,Y,826,1000144
1,1,N,A,N,15848,30841.09333,4425.28,4394.31,30841.09,15848,89.68,629.41,323.43,87,30,38,499,227,92,,MIDWEST AREA,N,N,,2,2,WC,0,0,O,1,,U,1,M,7,,C,,0,S,U,U,U,U,U,Y,754,1000145
2,2,N,B,N,18446,39884.29,4271.11,4137.76,38956.29,18167,82.76,779.13,363.34,578,276,78,730,328,68,T,DALLAS AREA,Y,N,29.98999023,4,3,WC,1,1,O,10,S,M,3,M,4,2,C,A,1,H,U,U,Y,U,U,Y,285,1000146
1,1,N,B,N,4090,10895,2091.04,1996.04,10801,4025,51.18,276.95,103.21,169,88,50,170,88,51,S,CENTRAL/SOUTH TEXAS AREA,N,N,29.98999023,1,1,NA,0,0,O,7,M,M,1,M,7,1,C,J,0,N,U,U,U,U,U,Y,1565,1000147
1,1,N,B,N,26791,59100,4725.59,4649.03,58899,26662,89.4,1132.67,512.73,2240,722,113,2008,705,102,U,HOUSTON AREA,N,R,79.98999023,9,6,WCMB,0,0,O,15,S,B,1,M,1,,B,A,0,U,U,U,U,U,U,Y,151,1000148
1,1,N,A,N,17151,54187.15,4831.82,4560.67,54070.15,17117,84.46,1001.3,316.98,504,187,80,366,149,79,T,CENTRAL/SOUTH TEXAS AREA,N,R,9.989997864,7,4,WCMB,0,0,,3,M,B,1,M,6,1,C,B,0,S,U,U,U,U,U,Y,385,1000149
2,1,Y,J,N,19531,54176.61667,4766.58,4468.99,54008.62,19457,93.1,1125.18,405.35,1858,557,133,1554,463,111,S,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,7,7,WCMB,,,,,,,,,,,,,,,,,,,,,69,1000150
1,1,Y,B,N,1067,1931,1357.06,1307.71,1884,1026,29.72,42.82,23.32,55,28,35,72,32,36,R,MIDWEST AREA,N,R,29.98999023,11,4,WC,0,0,,,,U,1,M,,,A,,0,S,U,U,U,U,U,N,270,1000151
1,1,N,A,N,3416,8373.163333,2114.12,2019.2,8306.16,3378,49.25,202.59,82.39,225,69,35,300,98,46,T,CENTRAL/SOUTH TEXAS AREA,Y,R,29.98999023,5,4,WCMB,1,0,O,3,S,M,3,M,7,1,,A,0,N,U,Y,Y,U,U,Y,57,1000152
3,3,N,A,N,11651,27964.18667,4410.41,4273.57,27452.19,11451,89.03,571.92,238.56,720,287,80,689,271,78,,SOUTHWEST AREA,Y,N,59.98999023,7,5,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,626,1000153
1,1,N,U,N,29114,77792.05,5810.38,5686.69,77588.05,29045,105.31,1436.82,537.87,1571,613,111,1486,628,115,,DALLAS AREA,Y,N,499.9899902,8,4,WCMB,0,0,,3,,S,3,M,3,1,A,,0,N,U,U,U,U,U,Y,241,1000154
1,1,N,A,N,2820,4322,1733.22,1698.13,4291,2793,35.38,89.4,58.19,0,0,27,11,8,27,T,MIDWEST AREA,Y,N,29.98999023,5,5,WC,1,0,O,1,S,M,3,M,8,1,C,A,0,G,Y,Y,U,U,U,Y,383,1000155
2,2,Y,B,N,37445,62631,4350.65,4217.55,61403,36867,81.11,1180.83,708.98,1237,847,97,1579,1021,97,C,CENTRAL/SOUTH TEXAS AREA,Y,R,79.98999023,14,8,WCMB,0,0,O,1,,U,2,M,5,,,,0,H,U,U,U,U,U,Y,107,1000156
2,1,N,A,N,2438,7736,1409.27,1179.79,7727,2431,78.65,515.13,162.07,545,170,96,461,156,83,T,GREAT LAKES AREA,Y,N,199.9899902,4,3,WCMB,0,0,,,,U,1,M,,,A,,0,N,U,U,U,U,U,N,109,1000157
2,2,Y,A,N,10231,28202,3067.2,2748.55,27690,10109,58.48,589.15,215.09,541,196,56,653,237,63,T,CENTRAL/SOUTH TEXAS AREA,N,N,79.98999023,3,3,WC,1,1,O,11,S,M,4,M,9,1,C,A,1,S,U,U,U,U,U,Y,740,1000158
1,1,N,A,N,38175,60027.15667,4153.88,4042.59,59754.16,37996,80.85,1195.08,759.92,811,539,83,973,608,82,S,DALLAS AREA,N,R,29.98999023,6,4,WC,0,0,O,14,S,M,4,M,7,2,C,A,0,G,U,U,Y,Y,Y,Y,638,1000159
2,2,N,A,N,2705,10130,2793.6,2704.46,10025,2678,54.09,200.5,53.56,238,72,50,201,60,51,C,CENTRAL/SOUTH TEXAS AREA,N,N,79.98999023,2,2,WC,1,1,O,12,S,U,6,M,6,1,,A,0,O,U,U,U,U,U,Y,776,1000160
1,1,Y,B,N,1051,1806,1710.13,1660.78,1785,1036,30.76,33.06,19.19,22,13,30,30,18,31,S,PHILADELPHIA AREA,N,N,29.98999023,1,1,NA,0,0,O,15,S,M,6,M,7,2,B,A,0,N,U,U,U,Y,U,Y,1669,1000161
1,1,N,A,N,26839,73420.04,5754.55,5640.61,72781.04,26586,108.47,1399.64,511.27,1233,420,109,1432,471,111,C,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,11,6,WCMB,0,0,O,15,S,M,6,M,4,2,,A,0,H,Y,U,U,U,U,Y,226,1000162
1,1,N,A,N,10370,39548.23,4082.29,4015.87,38844.23,10148,83.66,809.25,211.42,218,70,38,202,69,45,T,OHIO AREA,Y,N,29.98999023,2,2,WC,0,0,O,7,S,M,4,M,9,,C,A,0,G,U,U,U,Y,U,Y,805,1000163
1,1,N,A,N,2793,4907,1400.34,1355.27,4837,2746,29.46,105.15,59.7,113,59,33,113,58,33,C,SOUTHWEST AREA,Y,N,149.9899902,2,2,WCMB,1,1,O,7,S,M,2,M,4,1,C,A,0,H,U,U,U,Y,U,N,517,1000164
1,1,N,AA,N,20057,62951.03333,4040.71,3924.43,62414.03,19971,78.49,1248.28,399.42,1027,298,76,1121,347,77,T,DALLAS AREA,Y,N,149.9899902,6,5,WCMB,1,1,O,2,S,A,2,M,9,2,I,A,0,G,Y,Y,U,U,U,Y,206,1000165
1,1,N,BA,N,4638,14626.01667,2731.38,2622.27,14572.02,4610,50.43,280.23,88.65,248,78,30,285,86,30,S,DALLAS AREA,Y,N,79.98999023,6,4,WCMB,1,0,O,15,S,S,4,M,3,1,C,A,0,N,U,U,U,U,U,Y,485,1000166
1,1,Y,A,N,581,1742,1155.14,1119.4,1727,575,28.7,44.28,14.74,174,50,41,131,37,40,C,DALLAS AREA,Y,N,149.9899902,3,3,WCMB,0,0,O,14,S,A,2,M,6,2,I,A,0,N,U,U,U,U,U,Y,185,1000167
1,1,U,A,N,20235,71967.37,4552.73,4434.18,71720.37,20173,88.68,1434.41,403.46,1383,425,84,1491,435,97,C,MIDWEST AREA,Y,N,59.98999023,4,3,WCMB,0,0,O,6,S,B,1,M,6,1,C,A,0,U,U,U,U,U,U,Y,734,1000168
1,1,N,A,N,3834,5880,1591.14,1550.8,5829,3811,31.02,116.58,76.22,227,125,41,210,122,36,U,NEW YORK CITY AREA,Y,N,149.9899902,5,2,WCMB,0,0,O,9,M,S,1,M,3,2,C,B,0,H,U,U,U,U,U,Y,180,1000169
1,1,Y,B,N,7236,14547,1795.65,1795.65,14541,7232,35.91,290.82,144.64,612,200,71,561,188,57,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,4,4,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,275,1000170
1,1,Y,A,N,2420,5756.02,1452.06,1233.71,5754.02,2419,25.7,119.88,50.4,281,123,30,275,121,37,C,NEW YORK CITY AREA,N,N,129.9899902,5,4,WCMB,1,1,O,5,S,A,3,M,4,2,,A,0,H,U,U,U,U,U,Y,181,1000171
2,2,N,A,N,15674,22650,2624.01,2562.72,22626,15658,53.39,471.38,326.21,812,569,62,593,416,57,T,CENTRAL/SOUTH TEXAS AREA,N,N,29.98999023,4,3,WC,1,1,O,13,S,M,3,M,7,2,C,A,0,G,U,U,U,Y,Y,Y,769,1000172
2,1,N,A,N,12670,25588.10667,2741.67,2503.64,25371.11,12551,50.07,507.42,251.02,509,274,54,506,274,55,S,NEW ENGLAND AREA,Y,N,149.9899902,5,5,WCMB,0,0,O,5,S,M,3,M,7,2,C,A,0,R,U,U,U,U,U,Y,249,1000173
2,2,N,A,N,16223,42351.05,3319.79,3226.62,42036.05,16074,67.22,875.75,334.88,1129,453,49,1064,446,64,S,CENTRAL/SOUTH TEXAS AREA,N,N,129.9899902,5,5,WCMB,0,0,O,4,S,A,5,M,8,2,I,A,0,N,U,Y,U,U,U,Y,143,1000174
1,1,Y,G,N,478,831,753.75,732.67,811,460,16.28,18.02,10.22,2,1,17,1,1,17,S,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,1,1,NA,1,1,O,15,S,M,4,M,6,1,I,A,0,N,U,U,U,U,U,Y,1497,1000175
2,1,N,B,N,28062,91200.08667,5170.45,5035.45,90046.09,27705,100.71,1800.92,554.1,2341,713,114,2019,653,106,R,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,6,5,WCMB,1,1,O,8,M,A,6,M,6,1,C,A,0,N,U,U,U,U,U,Y,153,1000176
2,2,U,B,N,6889,16377,3106.82,3009.13,16210,6794,57.87,311.73,130.65,875,239,78,752,237,69,,NEW YORK CITY AREA,Y,N,149.9899902,6,4,WCMB,0,0,O,5,M,S,1,M,6,,C,,0,N,U,U,U,U,U,Y,422,1000177
3,3,Y,BA,N,56824,98938,5100.74,4766.11,98327,56530,93.45,1927.98,1108.43,2017,1092,96,2071,1139,98,R,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,6,6,WCMB,1,0,O,15,S,M,3,M,5,2,C,A,1,F,U,U,U,U,U,Y,132,1000178
1,1,N,A,N,42111,107547.05,7369.29,7224.29,106972.05,41884,147.43,2183.1,854.78,3648,1442,272,3351,1317,244,S,DALLAS AREA,Y,R,99.98999023,8,6,WCMB,1,0,O,2,S,M,3,M,6,1,C,A,0,N,U,U,U,Y,U,Y,88,1000179
1,1,Y,A,N,33194,78886.78667,7974.17,7889.71,78697.79,33130,151.73,1513.42,637.12,154,72,64,128,69,65,S,HOUSTON AREA,N,R,9.989997864,4,2,NA,0,0,O,9,M,A,2,M,6,1,C,B,0,N,U,U,Y,Y,U,Y,1044,1000180
1,1,Y,B,N,12623,29886.03667,3321.54,3247.35,29669.04,12518,67.65,618.1,260.79,899,376,119,780,324,98,S,MIDWEST AREA,Y,R,29.98999023,4,3,WCMB,1,0,O,12,S,M,2,M,5,1,C,A,0,G,U,U,U,U,U,Y,418,1000181
1,1,N,B,N,17183,41620.65667,4987.4,4880.2,41396.66,17081,97.6,827.93,341.62,1583,598,187,1227,479,145,C,DALLAS AREA,Y,N,79.98999023,3,3,WCMB,1,1,O,7,S,M,3,M,7,1,C,A,0,S,U,U,U,U,U,Y,395,1000182
6,2,Y,G,N,7864,23412,2558.26,2550.93,23228,7812,52.06,474.04,159.43,321,142,73,279,118,67,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,59.98999023,3,3,WCMB,1,1,O,1,S,U,2,M,2,,C,B,0,F,U,U,U,U,U,N,279,1000183
1,1,N,A,N,15289,32015.03667,3204.4,3079.4,31539.04,15048,68.43,700.87,334.4,32,22,9,36,24,20,,SOUTHWEST AREA,Y,R,99.98999023,4,3,WCMB,0,0,O,6,,U,1,M,5,1,C,,0,U,U,U,U,U,U,Y,411,1000184
1,1,Y,A,N,1842,3295,1822.44,1772.44,3147,1763,36.17,64.22,35.98,78,51,41,64,44,41,R,MIDWEST AREA,Y,N,129.9899902,6,3,WCMB,0,0,O,7,S,M,2,M,6,3,C,A,0,U,U,U,U,U,Y,Y,561,1000185
2,2,N,A,N,13157,35779.49,3916.11,3795.36,35744.49,13129,92.57,871.82,320.22,1104,495,89,1516,642,106,S,CENTRAL/SOUTH TEXAS AREA,Y,R,99.98999023,9,6,WCMB,0,0,,,,U,2,M,,,G,,0,N,U,U,U,U,U,Y,206,1000186
1,1,Y,A,N,1577,3059,1297.56,1265.89,2935,1521,26.37,61.15,31.69,87,38,30,68,33,27,S,MIDWEST AREA,Y,N,129.9899902,3,2,WCMB,1,1,O,15,S,M,4,M,7,2,I,A,0,N,U,U,U,U,U,Y,94,1000187
1,1,N,A,N,18890,46903.43,4272.38,4170.79,46698.43,18819,86.89,972.88,392.06,1217,482,98,1163,452,92,U,DALLAS AREA,N,R,9.989997864,2,2,WC,0,0,O,1,M,U,1,M,9,,,,0,N,U,U,U,U,U,Y,476,1000188
3,2,Y,AA,N,50044,107198.0167,6956.08,6873.82,107138.02,50022,127.29,1984.04,926.33,2312,1074,118,2307,1074,144,R,DALLAS AREA,N,N,59.98999023,7,4,WC,1,0,,3,M,S,2,M,1,1,C,K,0,H,U,Y,U,U,U,Y,409,1000189
2,2,Y,A,N,9821,22135,4393.01,4306.31,22094,9805,79.75,409.15,181.57,769,310,118,761,308,123,T,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,4,3,WCMB,1,1,O,6,S,M,6,M,1,2,C,A,0,H,U,U,Y,Y,U,Y,253,1000190
3,2,N,B,N,32793,93695,8127.27,8002.52,93464,32640,156.91,1832.63,640.0,3609,1155,184,3323,1100,225,C,TENNESSEE AREA,N,R,,10,5,WC,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,-3,1000191
1,1,Y,B,N,2878,9775.053333,2004.44,1937.15,9557.05,2818,52.36,258.3,76.16,391,142,42,389,146,45,S,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,1,1,NA,0,0,O,2,S,B,1,M,4,1,C,A,0,H,U,U,U,U,U,Y,1493,1000192
